waypoint1	waypoint2	distance_m	duration_s
p12	p143	2334203	0
p339	p194	10947929	0
p319	p96	13403457	0
p118	p75	1930535	0
p60	p48	15280397	0
p368	p272	7024769	0
p27	p128	12461503	0
p290	p160	9773074	0
p369	p71	14378559	0
p240	p86	3841934	0
p312	p296	11728921	0
p207	p331	14325508	0
p125	p145	3021773	0
p223	p371	10203545	0
p105	p397	11184768	0
p183	p96	13459052	0
p149	p351	11819868	0
p298	p12	13611863	0
p54	p28	7354162	0
p376	p162	15372508	0
p119	p80	7769110	0
p154	p391	1039259	0
p44	p176	5812424	0
p76	p282	11781969	0
p369	p86	7430466	0
p18	p164	980951	0
p136	p9	15723788	0
p331	p373	11158803	0
p246	p79	4546934	0
p360	p367	10534225	0
p342	p317	15277579	0
p325	p209	7930261	0
p286	p231	7214786	0
p102	p84	11163983	0
p282	p109	10811671	0
p127	p360	14164669	0
p54	p313	859169	0
p385	p200	10884993	0
p46	p4	1554094	0
p159	p53	9587112	0
p237	p262	14409762	0
p376	p391	3843131	0
p218	p223	12567128	0
p188	p357	13220375	0
p248	p250	14246708	0
p18	p242	12103860	0
p9	p96	9327197	0
p105	p49	9025041	0
p211	p201	10498892	0
p219	p236	15975227	0
p187	p367	4366495	0
p336	p245	7470345	0
p229	p331	1517227	0
p25	p174	15240189	0
p114	p97	5530133	0
p315	p35	13946433	0
p314	p161	5596963	0
p299	p298	4084956	0
p6	p208	4543941	0
p386	p59	6594880	0
p164	p102	14271563	0
p172	p195	4851656	0
p127	p366	12626109	0
p211	p336	5921514	0
p167	p371	1130389	0
p73	p388	6669377	0
p258	p323	13077112	0
p331	p41	11641870	0
p8	p191	7213877	0
p350	p300	9928389	0
p386	p139	7295299	0
p8	p106	3826379	0
p298	p306	3351057	0
p298	p58	15729179	0
p19	p345	8296370	0
p250	p373	15672759	0
p222	p53	11222494	0
p306	p241	5944221	0
p100	p323	1161535	0
p54	p145	4297285	0
p204	p88	10437094	0
p276	p17	12535034	0
p231	p327	12906972	0
p376	p254	4894184	0
p116	p103	5556856	0
p75	p35	9087024	0
p121	p380	8398440	0
p375	p381	5756883	0
p242	p26	14237455	0
p57	p365	11163972	0
p147	p102	10785782	0
p359	p41	1312720	0
p242	p340	6733875	0
p363	p216	7298691	0
p385	p282	10104774	0
p331	p320	10935939	0
p25	p113	3594129	0
p273	p35	14659705	0
p118	p248	11180857	0
p248	p236	2797291	0
p346	p334	2943203	0
p331	p388	6102767	0
p173	p174	9121956	0
p368	p17	3268813	0
p94	p272	203294	0
p305	p336	10632000	0
p76	p248	3722500	0
p197	p236	7196901	0
p386	p269	13167313	0
p319	p253	6769344	0
p254	p52	7592337	0
p394	p162	11829621	0
p348	p208	5989807	0
p60	p186	5073836	0
p207	p180	13877364	0
p26	p208	14375816	0
p318	p278	2326696	0
p169	p5	3343703	0
p229	p119	4625388	0
p127	p170	12846681	0
p339	p261	3150013	0
p140	p235	7929180	0
p280	p308	7768513	0
p149	p102	7306140	0
p324	p339	6208272	0
p275	p160	5345892	0
p303	p245	14021265	0
p12	p327	14575869	0
p187	p328	7781086	0
p299	p235	13196511	0
p303	p175	7284822	0
p268	p335	1770527	0
p13	p304	4313515	0
p242	p171	5626582	0
p157	p85	6639426	0
p267	p102	5984418	0
p251	p245	4161843	0
p94	p42	4673842	0
p1	p380	1067025	0
p345	p296	13744433	0
p156	p377	1100520	0
p218	p34	5926351	0
p305	p283	11547666	0
p138	p108	3712327	0
p237	p311	7950738	0
p18	p252	9814614	0
p324	p391	15817832	0
p160	p389	3526704	0
p94	p323	5013536	0
p137	p151	275329	0
p302	p234	6291024	0
p99	p198	15491732	0
p45	p270	7839025	0
p170	p168	9327278	0
p171	p337	8645398	0
p168	p226	4804683	0
p124	p209	6167321	0
p294	p132	3624113	0
p140	p225	15962029	0
p330	p93	3904970	0
p220	p142	11147032	0
p154	p296	14315949	0
p200	p227	3275847	0
p265	p122	13950792	0
p163	p63	12266900	0
p57	p323	12730058	0
p180	p22	9373958	0
p192	p22	5998755	0
p218	p385	7104648	0
p82	p273	14603754	0
p58	p308	3806577	0
p368	p240	3643558	0
p395	p168	11186227	0
p399	p165	8064264	0
p112	p318	10725532	0
p220	p364	7144327	0
p57	p42	11083578	0
p232	p176	10930811	0
p76	p127	14040722	0
p8	p268	12807897	0
p319	p133	15703182	0
p81	p262	4209883	0
p68	p347	14485429	0
p310	p103	7494029	0
p129	p23	6459621	0
p69	p150	9238804	0
p148	p308	1449620	0
p119	p367	7863830	0
p300	p289	6786159	0
p187	p216	8637998	0
p168	p41	1624694	0
p81	p36	10205396	0
p46	p169	5157956	0
p198	p230	15339667	0
p320	p245	7842450	0
p104	p221	11371451	0
p230	p347	8458558	0
p287	p248	1834817	0
p275	p384	3060747	0
p123	p312	15252127	0
p284	p280	12035094	0
p250	p391	15914875	0
p336	p294	11389961	0
p163	p389	12321993	0
p142	p273	6775150	0
p354	p322	3342192	0
p334	p281	2685386	0
p31	p382	5238208	0
p33	p52	2532241	0
p56	p89	5821100	0
p258	p378	14310020	0
p255	p138	9345255	0
p330	p194	13833486	0
p142	p380	10419469	0
p141	p207	12663857	0
p55	p205	6222175	0
p95	p49	1614717	0
p60	p398	10396565	0
p286	p8	5753750	0
p368	p204	4899673	0
p110	p189	12565946	0
p394	p48	573449	0
p316	p103	13073640	0
p323	p151	10554983	0
p43	p17	6005414	0
p126	p49	909827	0
p236	p209	7304310	0
p179	p42	4866048	0
p33	p388	4140632	0
p172	p226	1397197	0
p292	p174	2280607	0
p272	p345	9725050	0
p315	p42	14914048	0
p161	p274	11317787	0
p287	p151	15974439	0
p344	p270	672690	0
p354	p214	4524968	0
p7	p201	15138656	0
p83	p245	13740814	0
p55	p246	1813226	0
p222	p293	11161356	0
p232	p310	14325302	0
p68	p349	11799183	0
p99	p294	15813513	0
p369	p15	9668565	0
p368	p258	14172385	0
p382	p253	10189184	0
p357	p209	6783902	0
p134	p383	10507555	0
p156	p99	1443033	0
p316	p215	10133498	0
p98	p274	2517927	0
p183	p102	6466695	0
p354	p303	7255204	0
p32	p179	4574675	0
p290	p349	6532567	0
p134	p168	5987975	0
p186	p353	1812721	0
p275	p373	15227474	0
p68	p239	844862	0
p192	p75	10545558	0
p390	p345	7083858	0
p220	p35	544312	0
p233	p155	6357015	0
p112	p50	3793546	0
p57	p114	13499288	0
p387	p217	1100597	0
p267	p48	11692355	0
p396	p111	4156743	0
p233	p249	15594932	0
p295	p282	5827281	0
p197	p370	4291096	0
p222	p181	8795567	0
p107	p143	13525349	0
p332	p52	11050009	0
p69	p22	11130431	0
p267	p175	107596	0
p199	p321	11819956	0
p243	p309	3182084	0
p77	p63	11141179	0
p125	p173	14286805	0
p185	p222	6027942	0
p110	p103	12783112	0
p254	p121	4755781	0
p184	p267	7656357	0
p330	p326	6636223	0
p123	p323	2840510	0
p263	p151	12705469	0
p115	p35	3451509	0
p136	p366	1386955	0
p350	p311	12777297	0
p89	p266	13590071	0
p219	p376	8484931	0
p383	p260	8443267	0
p336	p100	1696843	0
p210	p278	923756	0
p104	p42	2680175	0
p269	p177	8007027	0
p98	p12	9301016	0
p32	p186	2265567	0
p75	p227	16015692	0
p55	p308	12891151	0
p327	p119	11389939	0
p277	p81	11239988	0
p60	p208	8425975	0
p90	p360	14019282	0
p83	p397	7971021	0
p30	p381	6441279	0
p368	p201	6215602	0
p92	p125	10474940	0
p100	p201	7446218	0
p363	p152	5753821	0
p327	p115	3095736	0
p222	p7	7367149	0
p147	p49	3490324	0
p282	p335	9393946	0
p255	p85	10529218	0
p157	p145	12476555	0
p339	p197	14939179	0
p150	p96	2029234	0
p277	p128	3971397	0
p51	p129	13132363	0
p287	p280	11621933	0
p314	p384	6284596	0
p161	p378	2854838	0
p283	p40	10780813	0
p292	p251	10094910	0
p386	p348	13656924	0
p327	p142	3794568	0
p194	p147	15705198	0
p193	p177	15555857	0
p160	p328	9004123	0
p237	p270	15076338	0
p134	p271	10882926	0
p217	p344	12691621	0
p105	p206	13642756	0
p119	p78	10644696	0
p178	p245	366076	0
p299	p390	1627172	0
p76	p212	13569165	0
p368	p249	11359133	0
p172	p138	1737236	0
p268	p379	15397759	0
p205	p235	6275354	0
p12	p339	3876873	0
p243	p121	7497273	0
p331	p205	7812739	0
p339	p225	8539540	0
p286	p118	12303038	0
p256	p308	14264478	0
p267	p370	10242319	0
p111	p35	1618959	0
p123	p391	14263561	0
p391	p289	3643913	0
p264	p224	1944689	0
p210	p237	2180213	0
p156	p249	12508959	0
p376	p217	3325097	0
p353	p261	3360949	0
p233	p174	2171485	0
p178	p344	6398379	0
p54	p375	8281410	0
p344	p17	5941391	0
p12	p289	14482096	0
p266	p215	6418086	0
p13	p393	3182709	0
p396	p326	3465109	0
p109	p4	4452691	0
p30	p188	10348389	0
p8	p275	10802897	0
p31	p235	11331838	0
p156	p245	5090094	0
p96	p281	8190081	0
p21	p253	11670425	0
p19	p121	14733763	0
p273	p278	5776444	0
p222	p155	4263673	0
p19	p128	6467250	0
p237	p281	13029116	0
p65	p337	13883575	0
p11	p326	3469915	0
p197	p129	1306035	0
p243	p346	2066677	0
p125	p300	11035062	0
p229	p337	15492580	0
p241	p72	11536873	0
p85	p182	12138781	0
p256	p348	14593681	0
p254	p235	3773536	0
p163	p257	7468356	0
p167	p116	14021056	0
p173	p183	12216061	0
p233	p375	7025317	0
p375	p256	4560944	0
p80	p183	10186869	0
p162	p142	7058103	0
p39	p354	2899106	0
p113	p311	13111879	0
p98	p353	6476866	0
p81	p344	1365603	0
p219	p4	5951755	0
p211	p151	14189070	0
p221	p146	10337537	0
p172	p59	327193	0
p264	p16	15769119	0
p98	p78	14332361	0
p315	p271	458742	0
p375	p340	14642948	0
p171	p92	12738263	0
p333	p166	5482062	0
p92	p52	459506	0
p91	p221	3123743	0
p141	p23	14247000	0
p324	p304	11818963	0
p125	p44	10124070	0
p62	p364	5829923	0
p338	p374	5365258	0
p238	p94	12660126	0
p18	p250	3285078	0
p218	p232	15994864	0
p77	p253	10746088	0
p142	p378	14090504	0
p161	p354	13735846	0
p191	p253	7526087	0
p28	p270	12631530	0
p24	p352	3709108	0
p238	p366	8614885	0
p141	p314	257841	0
p82	p393	13337013	0
p318	p121	8290566	0
p0	p7	13778181	0
p216	p102	9856446	0
p307	p140	6260666	0
p54	p281	6901719	0
p306	p365	8330762	0
p130	p313	12094213	0
p219	p318	1560606	0
p321	p152	6247326	0
p324	p118	14942808	0
p135	p121	6616983	0
p212	p295	6003568	0
p112	p389	15016864	0
p184	p12	2380096	0
p24	p323	15931633	0
p265	p176	14203868	0
p385	p120	12003084	0
p276	p28	7918639	0
p239	p335	11225278	0
p199	p309	12705906	0
p293	p267	14604635	0
p221	p283	4506351	0
p170	p60	7886927	0
p260	p235	32787	0
p130	p278	6941160	0
p291	p52	10418253	0
p360	p27	10647014	0
p163	p108	13086167	0
p299	p93	1260298	0
p211	p219	4221786	0
p74	p167	10067942	0
p117	p23	10118048	0
p24	p131	7268989	0
p140	p393	10759505	0
p18	p331	6983699	0
p277	p350	2872105	0
p352	p73	2625742	0
p231	p224	12974331	0
p232	p62	2197169	0
p208	p133	7226162	0
p397	p173	8339821	0
p225	p382	982223	0
p298	p274	12279979	0
p248	p238	4456028	0
p134	p246	14183182	0
p170	p37	750464	0
p55	p66	12148576	0
p372	p146	15535846	0
p382	p216	14737429	0
p163	p355	9583772	0
p157	p167	10390007	0
p282	p297	1675162	0
p72	p393	7498954	0
p397	p160	12321985	0
p6	p364	8253857	0
p106	p318	10322666	0
p306	p175	16082906	0
p94	p164	14017171	0
p113	p348	9604697	0
p396	p300	9264003	0
p338	p285	398895	0
p267	p188	8776531	0
p174	p131	8406796	0
p303	p20	2534298	0
p82	p316	4522002	0
p157	p15	1570318	0
p291	p126	9317418	0
p98	p172	9761965	0
p174	p22	3951085	0
p369	p340	6928336	0
p193	p212	8324000	0
p368	p378	10718157	0
p93	p186	6008780	0
p205	p121	2482732	0
p341	p365	5170656	0
p10	p72	10510250	0
p367	p366	3098460	0
p169	p302	14372333	0
p8	p257	9502088	0
p352	p71	10667464	0
p218	p231	8067265	0
p125	p367	7270821	0
p374	p208	3153305	0
p192	p389	11142160	0
p309	p279	5157911	0
p88	p114	4227117	0
p180	p177	7244504	0
p89	p271	1345162	0
p149	p225	12813540	0
p321	p253	470791	0
p140	p283	1644471	0
p248	p252	3350142	0
p33	p256	11935768	0
p12	p226	6961085	0
p141	p350	13012201	0
p82	p207	643026	0
p343	p393	15525410	0
p329	p309	13143135	0
p86	p225	12090572	0
p119	p392	2057655	0
p3	p230	5350843	0
p57	p7	7792580	0
p3	p82	1121274	0
p186	p132	5691396	0
p268	p195	353480	0
p211	p21	5724818	0
p350	p7	14500297	0
p285	p42	10135640	0
p24	p184	1990793	0
p160	p252	9314370	0
p189	p78	2067815	0
p266	p272	9420430	0
p331	p225	11906690	0
p63	p234	6305059	0
p95	p216	12351934	0
p54	p337	2278236	0
p171	p71	12826901	0
p161	p7	6702204	0
p51	p313	96268	0
p243	p93	781315	0
p271	p344	8470980	0
p218	p97	11447906	0
p156	p119	13945601	0
p252	p133	7415599	0
p18	p67	3890131	0
p298	p300	13169591	0
p255	p167	12129714	0
p118	p326	9688083	0
p130	p297	12668542	0
p109	p296	11134772	0
p83	p332	2997092	0
p361	p331	11352243	0
p362	p84	1954003	0
p218	p221	13174647	0
p224	p78	3796168	0
p172	p273	4173173	0
p361	p196	7439296	0
p331	p288	13181583	0
p276	p279	3857461	0
p156	p206	15799017	0
p163	p280	14264121	0
p394	p329	1421613	0
p77	p49	2874177	0
p265	p315	15115658	0
p146	p71	3378363	0
p139	p158	10983629	0
p315	p71	1968359	0
p215	p252	10806335	0
p90	p120	6583156	0
p265	p329	5629990	0
p276	p132	6697467	0
p310	p64	13823097	0
p242	p106	7733005	0
p199	p247	10842170	0
p324	p78	14357150	0
p277	p325	14442253	0
p118	p35	3802630	0
p399	p128	8389656	0
p188	p252	13390347	0
p204	p397	14309937	0
p141	p230	1102091	0
p72	p37	14972292	0
p131	p296	10991458	0
p299	p71	5720927	0
p83	p167	8470547	0
p171	p131	2412256	0
p162	p132	14301279	0
p202	p64	16015032	0
p220	p294	5156836	0
p221	p317	12475269	0
p167	p226	3906437	0
p163	p62	10739726	0
p169	p296	15986838	0
p127	p96	3732991	0
p298	p15	978847	0
p39	p117	13220672	0
p61	p168	5824055	0
p261	p382	9135903	0
p33	p272	389765	0
p47	p374	10209328	0
p32	p340	3755861	0
p280	p200	3050140	0
p14	p188	360673	0
p54	p252	7872722	0
p330	p114	15132374	0
p105	p245	9656348	0
p39	p225	8179205	0
p276	p342	2429331	0
p244	p165	12483850	0
p25	p216	5672887	0
p166	p308	9504029	0
p122	p16	15066852	0
p349	p13	8772918	0
p219	p89	1705466	0
p368	p389	7134028	0
p365	p323	13128287	0
p259	p263	2802418	0
p238	p278	5529317	0
p242	p177	6191229	0
p136	p280	1568022	0
p394	p250	7038947	0
p18	p114	757506	0
p211	p230	1519320	0
p116	p42	11891842	0
p153	p16	6607186	0
p222	p176	9064675	0
p110	p93	5338208	0
p76	p210	13553621	0
p375	p138	9452185	0
p395	p321	13542064	0
p91	p158	696909	0
p199	p288	15039406	0
p143	p285	264730	0
p303	p196	11643384	0
p304	p138	5134463	0
p173	p313	5250231	0
p10	p341	3962626	0
p69	p13	4881543	0
p261	p165	15937017	0
p91	p93	3838052	0
p318	p235	15919078	0
p3	p247	883912	0
p176	p40	7941124	0
p207	p388	6857734	0
p18	p123	4292218	0
p163	p133	2335751	0
p265	p213	5250577	0
p127	p266	7418273	0
p94	p209	541986	0
p276	p239	10817011	0
p11	p339	7674377	0
p140	p338	7927206	0
p142	p335	2608132	0
p211	p122	9787944	0
p218	p70	8875461	0
p277	p360	8368892	0
p354	p66	3953460	0
p95	p388	15975391	0
p351	p251	4973894	0
p38	p31	11321984	0
p333	p158	2785896	0
p154	p366	10924809	0
p314	p278	7501801	0
p196	p71	5447159	0
p195	p84	3175193	0
p277	p229	8945335	0
p292	p224	1360	0
p336	p366	8629514	0
p356	p96	14122558	0
p160	p208	8627172	0
p141	p273	8838240	0
p213	p9	14001219	0
p174	p23	1716553	0
p50	p22	2543358	0
p229	p243	15700802	0
p63	p380	4588025	0
p293	p354	4968145	0
p304	p268	6335993	0
p396	p199	5069648	0
p222	p373	8400544	0
p291	p292	9010702	0
p229	p293	892725	0
p301	p84	12409658	0
p395	p40	2077859	0
p123	p84	2109860	0
p220	p359	10506342	0
p386	p57	15056969	0
p286	p21	981769	0
p50	p34	8095728	0
p99	p244	10101977	0
p370	p323	4993726	0
p113	p352	422984	0
p168	p197	13430745	0
p69	p310	1184804	0
p306	p114	5974109	0
p203	p48	12281869	0
p394	p101	15599309	0
p63	p26	3624793	0
p241	p225	14859987	0
p10	p285	5074979	0
p342	p311	3465816	0
p383	p253	14047360	0
p135	p159	14904625	0
p255	p259	12615594	0
p69	p82	6290535	0
p361	p133	11033124	0
p60	p87	4103483	0
p205	p139	14933793	0
p232	p312	13165767	0
p61	p170	9358615	0
p6	p188	7229129	0
p355	p159	9538938	0
p69	p43	13770938	0
p9	p269	7145226	0
p54	p44	15817667	0
p202	p66	1612244	0
p364	p278	5648080	0
p231	p114	11057734	0
p98	p20	4929468	0
p99	p155	8195876	0
p311	p78	3749344	0
p2	p65	7183733	0
p125	p53	3207313	0
p324	p209	11000140	0
p27	p240	2968551	0
p169	p48	408166	0
p199	p115	4060961	0
p10	p86	10376548	0
p290	p324	9392897	0
p32	p351	11268006	0
p377	p309	2214000	0
p18	p335	10982972	0
p31	p302	14922030	0
p376	p375	2347963	0
p50	p225	2886830	0
p135	p223	12530307	0
p25	p275	12158029	0
p9	p279	10451750	0
p219	p131	6612164	0
p0	p12	8389861	0
p213	p66	4313045	0
p351	p81	7424379	0
p103	p201	8547049	0
p350	p89	3430290	0
p352	p374	8231656	0
p42	p322	9188448	0
p168	p84	5455731	0
p118	p388	6553137	0
p99	p371	6263717	0
p305	p352	10422498	0
p126	p9	13500056	0
p44	p295	14155651	0
p138	p247	2491170	0
p134	p38	10552945	0
p375	p263	5544261	0
p181	p43	12151233	0
p64	p252	13964077	0
p173	p260	1275212	0
p256	p176	4188300	0
p224	p22	12439920	0
p138	p379	10611898	0
p267	p167	6031054	0
p82	p56	10625325	0
p383	p294	1872500	0
p372	p87	956731	0
p210	p360	10131729	0
p180	p381	6821951	0
p185	p383	11803835	0
p189	p174	10197036	0
p170	p129	9118020	0
p325	p365	3906990	0
p114	p296	8096223	0
p293	p304	12608868	0
p197	p150	6144861	0
p292	p294	13481761	0
p135	p391	2318987	0
p377	p29	2803268	0
p340	p131	15799014	0
p370	p176	2435625	0
p370	p312	12736797	0
p297	p97	13402482	0
p351	p100	8395028	0
p254	p260	13843711	0
p10	p317	13495248	0
p291	p343	13556800	0
p291	p188	4212097	0
p250	p85	547735	0
p169	p284	257744	0
p169	p396	14206415	0
p353	p129	6321370	0
p326	p272	1125863	0
p375	p304	1547719	0
p38	p124	10659095	0
p148	p296	811701	0
p349	p197	9387910	0
p107	p133	3664653	0
p3	p136	1594608	0
p161	p144	8530315	0
p202	p123	1375457	0
p21	p382	11704134	0
p377	p80	8931352	0
p23	p388	5080432	0
p321	p288	6542801	0
p343	p254	8529081	0
p197	p34	5710478	0
p181	p41	2090549	0
p232	p236	9837366	0
p327	p165	1721216	0
p396	p230	5894085	0
p394	p33	14285116	0
p346	p278	8582648	0
p83	p224	12995068	0
p124	p180	5393357	0
p196	p133	4085853	0
p224	p225	12647449	0
p141	p67	296916	0
p363	p301	4849432	0
p350	p36	10475203	0
p266	p142	11760899	0
p123	p270	10293718	0
p383	p268	6779536	0
p156	p357	11574124	0
p126	p154	2970895	0
p168	p388	4979764	0
p76	p15	4066034	0
p218	p323	3827320	0
p111	p274	563873	0
p43	p283	4251602	0
p253	p177	9701583	0
p231	p312	2171717	0
p387	p237	2850719	0
p163	p40	11615562	0
p228	p321	13704852	0
p383	p311	4698181	0
p384	p52	5252695	0
p172	p50	13662661	0
p113	p118	358812	0
p248	p200	10699050	0
p83	p180	9456042	0
p377	p349	3039422	0
p141	p304	14810966	0
p55	p276	936153	0
p330	p58	6579557	0
p106	p308	8160787	0
p295	p371	15579455	0
p341	p51	6217993	0
p193	p393	1547083	0
p325	p184	10187519	0
p311	p53	12244619	0
p162	p110	5127880	0
p55	p355	6719876	0
p81	p111	4670697	0
p91	p53	3511778	0
p198	p73	3137715	0
p127	p19	9716913	0
p12	p251	4113638	0
p395	p136	6062984	0
p171	p139	4233369	0
p343	p290	13888656	0
p32	p38	8138059	0
p80	p217	12468923	0
p257	p196	15740368	0
p285	p268	8460186	0
p191	p53	14598213	0
p231	p106	5777441	0
p348	p268	9542196	0
p310	p14	15522518	0
p95	p389	13730898	0
p89	p189	7834552	0
p26	p391	7481312	0
p55	p114	4819956	0
p378	p226	15789335	0
p196	p175	10181070	0
p298	p399	838809	0
p196	p367	5387214	0
p34	p263	13471256	0
p127	p304	6488086	0
p158	p114	2790499	0
p340	p121	11514413	0
p42	p146	7967665	0
p277	p66	9121595	0
p179	p7	9883133	0
p82	p36	15944532	0
p372	p262	5592626	0
p118	p330	12588137	0
p302	p357	8882590	0
p214	p313	10314662	0
p156	p201	10581610	0
p83	p236	8460035	0
p256	p86	7518733	0
p375	p106	3983040	0
p137	p166	14075786	0
p150	p129	9343928	0
p250	p121	7714220	0
p88	p365	2554728	0
p54	p36	12343170	0
p112	p355	9725216	0
p134	p51	3244666	0
p191	p392	6425620	0
p377	p259	8890755	0
p261	p79	9877127	0
p381	p300	9309735	0
p10	p34	10030822	0
p26	p189	8719163	0
p218	p317	12338308	0
p235	p366	630015	0
p351	p177	2002980	0
p156	p181	12791996	0
p187	p347	2675552	0
p175	p114	13476021	0
p161	p373	13784559	0
p78	p23	5293002	0
p94	p122	3621429	0
p320	p271	6058482	0
p156	p116	8713615	0
p350	p346	5746877	0
p184	p225	7166062	0
p88	p52	15916152	0
p243	p57	12351114	0
p376	p236	15615012	0
p1	p146	9950106	0
p141	p188	10383823	0
p306	p367	13320540	0
p74	p81	431819	0
p61	p77	5764039	0
p148	p48	14127477	0
p360	p225	2523185	0
p354	p346	4598098	0
p316	p43	9462754	0
p91	p123	755491	0
p219	p237	1527214	0
p243	p63	11803564	0
p213	p309	2327487	0
p172	p1	3013153	0
p255	p136	7554516	0
p89	p204	6014973	0
p172	p97	15117341	0
p15	p245	3588700	0
p386	p285	14548512	0
p3	p95	12220063	0
p352	p384	5867462	0
p25	p38	14149414	0
p0	p172	9708268	0
p178	p30	7631397	0
p223	p203	2898808	0
p394	p152	3087254	0
p104	p365	11941486	0
p60	p103	5037620	0
p327	p352	12854584	0
p213	p308	7143320	0
p125	p199	7484397	0
p249	p15	7980622	0
p366	p133	14995090	0
p1	p354	8622632	0
p287	p285	1055290	0
p211	p329	9143885	0
p123	p226	1740936	0
p204	p327	396193	0
p30	p365	1748601	0
p243	p92	3078272	0
p296	p151	851957	0
p224	p335	15800683	0
p60	p125	14282184	0
p324	p238	12288905	0
p342	p263	6123234	0
p187	p344	7616714	0
p353	p15	6397647	0
p254	p290	745668	0
p273	p5	10952473	0
p325	p281	9465369	0
p287	p63	7548725	0
p202	p378	1402955	0
p143	p258	4826509	0
p314	p380	7111100	0
p149	p128	13012062	0
p202	p294	14813635	0
p112	p293	6538116	0
p386	p317	642614	0
p221	p262	3013720	0
p122	p308	9599244	0
p199	p357	5943520	0
p219	p20	4497145	0
p2	p239	11361208	0
p394	p173	14516298	0
p390	p278	4312537	0
p98	p165	13629705	0
p256	p318	13519298	0
p331	p344	10027000	0
p136	p31	1971216	0
p387	p159	6968502	0
p45	p102	5786206	0
p228	p132	5006668	0
p171	p239	15279379	0
p353	p345	11876594	0
p397	p188	7088722	0
p73	p364	14844745	0
p75	p347	8711064	0
p385	p181	5035938	0
p155	p29	1225076	0
p376	p133	7459731	0
p383	p96	14353502	0
p141	p274	3196264	0
p113	p257	7214803	0
p395	p100	15964457	0
p254	p377	2865554	0
p178	p291	9555561	0
p315	p118	12695313	0
p155	p159	226222	0
p18	p337	2685699	0
p170	p388	11810153	0
p316	p102	9755739	0
p73	p115	5899678	0
p25	p310	5686541	0
p231	p168	291215	0
p374	p281	8207562	0
p170	p339	7813047	0
p303	p6	3175802	0
p54	p67	12008280	0
p31	p225	16021093	0
p354	p209	7630310	0
p34	p177	2710639	0
p302	p308	461046	0
p326	p289	4621500	0
p173	p304	13255220	0
p127	p207	7549506	0
p359	p267	1926881	0
p342	p248	13571609	0
p157	p94	5122438	0
p167	p391	13455633	0
p18	p142	9042769	0
p182	p159	8088678	0
p233	p177	7332180	0
p352	p308	3379835	0
p206	p339	11546045	0
p44	p31	8595295	0
p170	p142	11193189	0
p8	p167	5452547	0
p27	p312	2496974	0
p299	p175	2137600	0
p196	p85	2948545	0
p141	p285	345132	0
p246	p302	10750968	0
p242	p320	12164818	0
p190	p339	11561658	0
p54	p93	3951406	0
p280	p34	6124787	0
p232	p111	13834234	0
p122	p70	2169276	0
p78	p357	9348092	0
p298	p4	4731596	0
p182	p40	9479597	0
p299	p300	7061133	0
p37	p66	14827194	0
p104	p133	5867512	0
p332	p44	2484163	0
p313	p35	3231650	0
p192	p194	12057577	0
p213	p334	2050619	0
p233	p144	13632819	0
p167	p84	1325772	0
p235	p200	3226047	0
p352	p116	15469848	0
p369	p161	33606	0
p60	p258	1452826	0
p19	p268	5129436	0
p187	p371	5680869	0
p342	p29	7499059	0
p334	p217	2152686	0
p69	p356	11388275	0
p397	p294	14748340	0
p38	p256	15427312	0
p50	p67	6112444	0
p293	p158	6773916	0
p323	p4	4331126	0
p213	p355	1605081	0
p283	p183	7710954	0
p81	p271	12983732	0
p360	p176	11516832	0
p316	p308	5813649	0
p291	p3	3770774	0
p64	p356	1029869	0
p30	p194	2513197	0
p141	p316	14190765	0
p162	p328	9711897	0
p251	p43	15261846	0
p372	p250	189611	0
p32	p17	6790403	0
p275	p267	9720139	0
p287	p97	15458557	0
p350	p256	10869192	0
p368	p88	1117248	0
p355	p147	4716361	0
p334	p344	10390148	0
p127	p395	9466218	0
p168	p355	5265140	0
p359	p240	15745311	0
p220	p72	9791839	0
p363	p205	6618517	0
p206	p80	352110	0
p82	p243	11067320	0
p341	p303	1999099	0
p275	p114	9501781	0
p50	p182	8169665	0
p8	p330	1715130	0
p181	p59	8413566	0
p81	p303	1249154	0
p31	p117	8119338	0
p222	p208	3845768	0
p286	p292	4737847	0
p378	p323	5677924	0
p106	p392	14438661	0
p240	p116	12223227	0
p54	p344	8151008	0
p240	p96	5181273	0
p80	p13	4154673	0
p325	p207	1177274	0
p351	p39	6382840	0
p55	p363	3862474	0
p298	p246	15943119	0
p82	p48	7380229	0
p360	p203	4737507	0
p11	p375	4233312	0
p168	p123	15451561	0
p169	p124	11022137	0
p218	p145	7136010	0
p56	p236	5015443	0
p20	p86	13415669	0
p106	p196	2300377	0
p106	p355	2278666	0
p231	p182	1715922	0
p370	p296	819103	0
p163	p338	13305558	0
p255	p396	5345039	0
p187	p389	1895771	0
p132	p41	15742792	0
p135	p240	15212241	0
p112	p377	15290018	0
p326	p108	9759380	0
p51	p269	11811193	0
p163	p317	1575866	0
p136	p208	5023905	0
p279	p245	2693810	0
p350	p385	14272029	0
p170	p162	13536771	0
p153	p271	14372522	0
p202	p392	8945377	0
p16	p393	7558305	0
p54	p74	5372209	0
p154	p338	6628803	0
p228	p394	1248598	0
p230	p310	3812698	0
p126	p278	4376547	0
p368	p131	7090696	0
p208	p96	7314742	0
p212	p238	10799564	0
p395	p44	12804626	0
p229	p235	8077333	0
p154	p78	15599753	0
p27	p13	9330787	0
p260	p289	6000431	0
p89	p231	7409699	0
