waypoint1	waypoint2	distance_m	duration_s
p72	p37	13810718	0
p3	p73	11723920	0
p81	p89	5296470	0
p10	p60	11807657	0
p33	p13	3963163	0
p73	p84	2603760	0
p32	p45	263991	0
p63	p73	7177261	0
p80	p1	2405942	0
p32	p79	15398523	0
p10	p66	12650099	0
p63	p74	13760592	0
p2	p59	12014020	0
p60	p84	13241989	0
p33	p55	822357	0
p10	p49	7283265	0
p68	p29	12455828	0
p24	p70	4824604	0
p11	p75	219377	0
p3	p0	7268597	0
p18	p43	4898752	0
p10	p75	1575425	0
p41	p84	4974021	0
p54	p80	8880946	0
p24	p26	1440694	0
p38	p78	10056412	0
p60	p71	12171556	0
p8	p28	11083738	0
p0	p84	11327791	0
p81	p65	11562564	0
p55	p45	4219216	0
p72	p59	6763483	0
p43	p48	9510634	0
p55	p34	15465653	0
p15	p17	15491276	0
p9	p36	15981116	0
p2	p87	8404757	0
p30	p62	7023868	0
p1	p86	8814396	0
p38	p64	15856787	0
p32	p23	9036367	0
p13	p59	12446140	0
p55	p59	4507476	0
p69	p71	10201259	0
p26	p5	3509817	0
p32	p15	11650978	0
p45	p56	8960199	0
p85	p70	14738105	0
p50	p52	4636576	0
p30	p78	10110789	0
p6	p41	5199926	0
p2	p76	11404896	0
p27	p52	15000089	0
p63	p39	781577	0
p60	p17	10718353	0
p50	p14	15839592	0
p76	p33	15925472	0
p7	p79	3636545	0
p12	p49	7971018	0
p10	p4	9470801	0
p85	p41	6345754	0
p71	p53	10444765	0
p60	p88	5020447	0
p3	p38	3386774	0
p69	p50	10255969	0
p33	p36	6220413	0
p21	p78	4060379	0
p18	p31	128591	0
p83	p33	15639921	0
p82	p89	6388720	0
p1	p40	70407	0
p54	p86	5561548	0
p68	p17	2218114	0
p18	p80	10654950	0
p54	p69	4993674	0
p13	p78	14066511	0
p68	p75	7677166	0
p51	p70	12114742	0
p82	p34	6017807	0
p24	p82	4300208	0
p13	p35	12550708	0
p12	p86	13449494	0
p67	p4	12644655	0
p69	p62	6615723	0
p74	p39	6451357	0
p18	p73	7518272	0
p57	p52	12153492	0
p46	p27	14147882	0
p77	p26	6492586	0
p68	p45	15869353	0
p67	p66	5581008	0
p72	p21	12002029	0
p83	p82	14664738	0
p12	p72	3127141	0
p2	p53	7935970	0
p55	p87	12556523	0
p31	p72	2059650	0
p44	p72	4619032	0
p46	p40	4040350	0
p57	p23	4818086	0
p24	p31	11448857	0
p32	p14	11068763	0
p3	p43	4260966	0
p68	p78	13075027	0
p6	p42	10984082	0
p44	p73	12941499	0
p39	p73	14701621	0
p39	p43	6554053	0
p87	p4	6979487	0
p12	p37	14171081	0
p79	p35	11614397	0
p30	p35	6978573	0
p83	p16	6727793	0
p47	p61	12423035	0
p25	p86	7560001	0
p11	p48	15674068	0
p58	p17	4560508	0
p45	p66	1174223	0
p60	p1	13695124	0
p73	p16	12002925	0
p27	p22	3398138	0
p77	p84	15982752	0
p38	p36	533549	0
p37	p16	1237779	0
p89	p35	8698185	0
p54	p70	14707703	0
p82	p30	14572214	0
p11	p15	3505065	0
p80	p37	7098744	0
p10	p62	3344037	0
p58	p53	137395	0
p87	p52	11450475	0
p8	p51	3060751	0
p71	p35	14979991	0
p73	p35	12641324	0
p76	p22	13297819	0
p83	p50	5489636	0
p11	p40	12863965	0
p56	p52	1837668	0
p0	p20	6406104	0
p16	p53	12508210	0
p87	p14	873298	0
p81	p39	2619418	0
p10	p20	3882507	0
p39	p85	8811000	0
p81	p16	11096580	0
p50	p78	8974095	0
p80	p87	14626286	0
p83	p58	10019072	0
p0	p1	8582057	0
p57	p20	12017625	0
p69	p1	8432368	0
p72	p52	12750009	0
p75	p87	10000542	0
p37	p71	4274764	0
p82	p8	2320488	0
p50	p59	14501820	0
p21	p59	632629	0
p49	p48	7128338	0
p2	p67	13973562	0
p38	p1	4076781	0
p56	p84	7336131	0
p3	p49	12585271	0
p25	p68	14011841	0
p80	p53	6730333	0
p20	p64	3506597	0
p25	p84	14886986	0
p30	p42	1462595	0
p66	p53	12913004	0
p77	p88	7409720	0
p20	p67	14393194	0
p33	p70	1115973	0
p32	p78	14385846	0
p47	p7	13750998	0
p54	p22	8055627	0
p36	p78	2361747	0
p87	p64	3833525	0
p77	p0	13378650	0
p23	p40	15164612	0
p56	p7	6242615	0
p65	p15	10755091	0
p64	p48	5947369	0
p28	p70	14916838	0
p76	p28	15699265	0
p63	p80	15972563	0
p84	p79	2578735	0
p57	p72	2285026	0
p69	p75	15153173	0
p81	p6	805596	0
p57	p5	8754666	0
p0	p31	15816323	0
p0	p42	5713571	0
p70	p4	15440198	0
p77	p67	5143814	0
p33	p1	13023126	0
p24	p8	102578	0
p18	p25	6217667	0
p25	p35	7984335	0
p77	p85	11861287	0
p41	p79	9508074	0
p24	p60	905006	0
p3	p62	15147417	0
p0	p88	8431334	0
p32	p60	2762366	0
p7	p49	5819050	0
p54	p87	7378422	0
p19	p67	1960142	0
p44	p23	200084	0
p7	p66	12516192	0
p20	p66	2082702	0
p8	p13	11459245	0
p47	p0	599477	0
p67	p16	9530348	0
p33	p39	6976029	0
p19	p63	614626	0
p63	p34	4986029	0
p69	p8	6806907	0
p83	p1	13693723	0
p45	p71	4088761	0
p12	p29	3980293	0
p29	p86	7270751	0
p61	p52	15408337	0
p81	p42	6311288	0
p43	p86	776380	0
p19	p21	1103235	0
p60	p77	5119215	0
p54	p66	1933438	0
p60	p89	9404005	0
p54	p29	6867693	0
p8	p75	4484283	0
p29	p16	4011457	0
p11	p78	3286097	0
p0	p27	12300125	0
p57	p4	7559100	0
p8	p42	7072067	0
p25	p19	8237586	0
p25	p6	13426369	0
p47	p33	13130651	0
p88	p15	5203380	0
p29	p48	5610026	0
p21	p14	15770625	0
p33	p88	11991753	0
p2	p84	640354	0
p83	p39	4998106	0
p64	p4	7251713	0
p61	p81	14704786	0
p47	p70	9164289	0
p18	p65	11825602	0
p24	p43	8218251	0
p6	p4	3645084	0
p10	p57	2861023	0
p9	p22	6241585	0
p6	p35	1031558	0
p68	p0	2523386	0
p33	p14	9671736	0
p63	p15	10631625	0
p15	p42	5443166	0
p63	p53	3449414	0
p74	p43	15671646	0
p75	p7	6810036	0
p19	p87	4675053	0
p20	p73	5699792	0
p68	p38	10743153	0
p69	p64	11117978	0
p10	p38	11407295	0
p83	p88	13584227	0
p66	p40	2135151	0
p1	p23	14161960	0
p20	p70	12929799	0
p33	p50	7114092	0
p54	p42	7073352	0
p18	p57	4374681	0
p68	p13	8110292	0
p28	p79	7913308	0
p77	p42	3604642	0
p69	p60	266280	0
p60	p0	11114535	0
p0	p40	3330901	0
p45	p7	6400351	0
p80	p57	3358658	0
p76	p11	1019358	0
p60	p57	15477412	0
p52	p22	954537	0
p55	p35	13517613	0
p55	p80	7112632	0
p44	p5	1374093	0
p23	p5	941421	0
p14	p84	6127327	0
p7	p64	8136947	0
p27	p65	9799517	0
p32	p73	13558063	0
p21	p5	7591760	0
p60	p13	2028428	0
p47	p40	10743304	0
p25	p61	10759646	0
p50	p71	3800438	0
p27	p13	412574	0
p68	p57	7702272	0
p9	p58	2376454	0
p3	p15	6758424	0
p81	p73	10867642	0
p54	p62	9142361	0
p89	p72	13674655	0
p57	p40	2014198	0
p24	p72	13246174	0
p10	p0	13628715	0
p62	p72	9960134	0
p83	p80	13872861	0
p87	p23	8200039	0
p66	p48	11292956	0
p3	p66	5806947	0
p32	p47	13651472	0
p88	p23	7937243	0
p1	p29	10837398	0
p6	p53	16034293	0
p3	p60	15518766	0
p30	p86	1496104	0
p43	p70	1031879	0
p51	p16	11034125	0
p63	p52	9016315	0
p9	p20	3923645	0
p10	p82	8471660	0
p82	p56	1694039	0
p0	p4	787039	0
p3	p65	2314138	0
p36	p16	13093787	0
p74	p86	4080355	0
p51	p86	3009680	0
p6	p20	4344964	0
p2	p9	15862106	0
p11	p26	4847366	0
p2	p58	16084740	0
p16	p71	14068490	0
p76	p56	8826725	0
p60	p50	10853638	0
p15	p22	289579	0
p10	p35	13077865	0
p69	p6	13569670	0
p12	p75	10310686	0
p25	p80	4243020	0
p3	p68	9725734	0
p7	p70	3346373	0
p76	p36	11609727	0
p47	p15	557911	0
p31	p20	9059094	0
p2	p85	3089877	0
p38	p4	1937392	0
p74	p48	292756	0
p0	p72	11251972	0
p76	p4	4024749	0
p68	p72	2417817	0
p84	p22	6583899	0
p13	p9	11534924	0
p47	p11	10801198	0
p88	p84	13378157	0
p2	p8	12474105	0
p44	p22	15368429	0
p75	p51	16072834	0
p55	p49	4141500	0
p60	p62	3544909	0
p19	p6	6382664	0
p65	p7	8321090	0
p75	p40	12674852	0
p10	p25	468345	0
p51	p53	3042932	0
p82	p73	943468	0
p2	p19	5481212	0
p2	p34	6081355	0
p57	p37	4109474	0
p68	p22	1065166	0
p33	p20	2680300	0
p13	p1	13647205	0
p75	p34	10699293	0
p12	p6	13381104	0
p32	p59	4677066	0
p75	p37	7175385	0
p63	p62	4092139	0
p42	p64	4975532	0
p73	p70	12998616	0
p46	p80	14046567	0
p29	p34	13448818	0
p68	p49	6234251	0
p61	p30	5843757	0
p10	p24	1313143	0
p60	p85	14548223	0
p82	p53	10960091	0
p58	p5	2936549	0
p44	p14	11148740	0
p18	p27	4279211	0
p65	p4	8669743	0
p55	p42	8254099	0
p18	p60	10280309	0
p80	p20	14240376	0
p8	p34	13370501	0
p65	p35	2374296	0
p9	p4	5948427	0
p8	p36	15530467	0
p24	p4	13398553	0
p57	p1	11070770	0
p11	p1	13530939	0
p61	p6	10144334	0
p57	p59	14729006	0
p26	p28	4290218	0
p39	p53	15751824	0
p88	p72	3429886	0
p67	p35	14059209	0
p58	p22	2116925	0
p20	p84	13218553	0
p6	p67	14169964	0
p2	p15	11458705	0
p2	p30	2309725	0
p18	p68	3561701	0
p28	p16	1608096	0
p26	p42	9091816	0
p19	p41	7677506	0
p25	p85	2532554	0
p54	p34	9709847	0
p54	p43	13040196	0
p54	p77	3783422	0
p43	p16	817631	0
p50	p5	12212104	0
p31	p4	3360734	0
p61	p16	1797165	0
p38	p20	4094116	0
p77	p36	1740551	0
p51	p52	1329429	0
p11	p39	11784263	0
p19	p45	4519281	0
p77	p21	572735	0
p49	p23	132354	0
p83	p85	5400292	0
p63	p71	6796793	0
p59	p17	6156282	0
p39	p72	9676096	0
p61	p12	10954167	0
p2	p44	3444433	0
p88	p4	2579255	0
p83	p12	9829522	0
p45	p17	8268772	0
p13	p15	8713317	0
p33	p23	4978525	0
p25	p78	10021938	0
p76	p29	1466415	0
p24	p29	14658423	0
p57	p15	8719798	0
p32	p13	4711200	0
p26	p29	12173120	0
p28	p71	357488	0
p25	p58	9496344	0
p55	p82	6114587	0
p12	p41	4543952	0
p25	p51	13308272	0
p10	p63	15627349	0
p54	p88	3101888	0
p18	p61	14127015	0
p74	p29	6913460	0
p13	p50	13441960	0
p38	p23	12691967	0
p2	p82	5520746	0
p10	p88	10238227	0
p1	p72	7117050	0
p49	p53	2723694	0
p65	p36	15613430	0
p83	p56	15071825	0
p29	p70	3057315	0
p54	p31	7482	0
p75	p35	937796	0
p28	p35	6133430	0
p72	p5	10087084	0
p77	p28	176103	0
p87	p34	13858622	0
p12	p81	6520179	0
p3	p6	14348703	0
p83	p57	14032308	0
p18	p69	12264392	0
p65	p20	4218203	0
p60	p31	7727021	0
p73	p85	9162797	0
p67	p53	13383381	0
p33	p35	1774107	0
p18	p84	9258738	0
p33	p80	3262693	0
p47	p87	11254859	0
p50	p70	3709674	0
p18	p75	15260965	0
p61	p36	9308874	0
p7	p84	11501660	0
p87	p70	11598817	0
p54	p9	13837669	0
p85	p34	6486194	0
p72	p51	2883818	0
p1	p48	1987823	0
p85	p66	8293042	0
p76	p0	539191	0
p47	p36	1186452	0
p76	p67	3622436	0
p78	p52	14774088	0
p87	p7	10563341	0
p46	p39	2348263	0
p47	p89	3337530	0
p46	p48	5693235	0
p3	p11	9443621	0
p68	p88	13094322	0
p88	p57	3845702	0
p25	p44	5073208	0
p40	p5	8400985	0
p32	p56	6280650	0
p76	p49	2566754	0
p63	p5	3909123	0
p39	p6	6578951	0
p57	p84	15526871	0
p27	p44	14496495	0
p13	p31	2353083	0
p36	p49	9070860	0
p11	p59	10980212	0
p44	p84	9395852	0
p50	p16	15015629	0
p43	p5	14427455	0
p0	p38	1536405	0
p82	p84	15984786	0
p57	p6	4509041	0
p28	p5	12066264	0
p1	p52	13159734	0
p24	p53	9666670	0
p61	p3	2054869	0
p30	p50	2605118	0
p77	p30	10793321	0
p27	p88	15044325	0
p25	p15	8716999	0
p9	p42	2323470	0
p87	p22	15838250	0
p84	p35	2027907	0
p86	p35	5581874	0
p77	p86	10263957	0
p44	p15	7822337	0
p74	p84	196954	0
p63	p40	14065592	0
p60	p39	7890618	0
p9	p17	13359460	0
p21	p15	14186190	0
p81	p64	11652865	0
p54	p71	12801492	0
p75	p64	7928658	0
p44	p48	7081341	0
p54	p12	14586226	0
p7	p22	12519760	0
p77	p8	9503002	0
p81	p51	8741013	0
p76	p86	1831927	0
p11	p16	11636088	0
p87	p72	5518006	0
p54	p81	6276338	0
p18	p55	16021098	0
p31	p42	15683024	0
p33	p62	10843702	0
p49	p35	453659	0
p55	p74	7571117	0
p11	p12	9371169	0
p11	p21	12381789	0
p83	p44	9765453	0
p76	p24	2822804	0
p77	p31	12179886	0
p26	p14	4023128	0
p68	p58	10928995	0
p62	p28	4986959	0
p69	p70	7400405	0
p74	p66	9474101	0
p32	p36	10718935	0
p85	p5	3321108	0
p82	p0	15395571	0
p61	p31	10478123	0
p46	p28	13396110	0
p36	p37	5779862	0
p69	p74	5024796	0
p81	p15	12920536	0
p3	p44	6933347	0
p25	p79	12849591	0
p58	p16	10662623	0
p30	p38	8133905	0
p81	p17	15290385	0
p25	p41	15500647	0
p18	p40	13639165	0
p8	p52	1085190	0
p63	p44	8916373	0
p65	p53	48327	0
p69	p19	3397241	0
p46	p79	2023836	0
p81	p66	15233598	0
p24	p38	4357489	0
p9	p66	4486924	0
p27	p21	3011102	0
p18	p78	6499532	0
p60	p81	5355135	0
p54	p72	540168	0
p68	p14	8322922	0
p58	p48	10261421	0
p73	p48	14234476	0
p87	p20	9991686	0
p27	p36	7238173	0
p8	p39	5854429	0
p2	p56	4758083	0
p8	p81	2528605	0
p74	p6	14312419	0
p26	p6	9211165	0
p77	p43	3845753	0
p43	p35	9168448	0
p61	p19	14567574	0
p82	p9	11557599	0
p76	p89	387518	0
p50	p66	4063097	0
p42	p79	6908855	0
p24	p13	1215489	0
p39	p66	15870048	0
p33	p56	15550564	0
p51	p5	4262130	0
p57	p39	6492697	0
p60	p14	14898842	0
p87	p49	10934414	0
p41	p34	4946658	0
p30	p43	6004807	0
p60	p30	15543312	0
p1	p71	8306007	0
p52	p66	4498232	0
p14	p66	2545743	0
p18	p74	7362468	0
p2	p7	15962619	0
p33	p49	2468953	0
p39	p75	4469660	0
p50	p22	6731160	0
p54	p65	3231988	0
p48	p22	859540	0
p8	p17	2213793	0
p13	p87	14799786	0
p13	p40	3285545	0
p0	p5	13906220	0
p58	p15	1488908	0
p69	p48	5830294	0
p54	p64	6877235	0
p24	p55	5207051	0
p60	p73	4926868	0
p62	p49	2281355	0
p20	p4	891712	0
p60	p8	3639336	0
p50	p43	9309632	0
p80	p64	7232838	0
p26	p70	4066641	0
p61	p88	14067566	0
p81	p26	1431640	0
p3	p84	3126826	0
p68	p37	4129854	0
p63	p89	9628866	0
p24	p56	10026293	0
p47	p52	11569254	0
p47	p14	7249927	0
p32	p7	9791358	0
p6	p51	15648582	0
p10	p45	8759597	0
p2	p36	7770350	0
p43	p42	8700479	0
p41	p17	10329658	0
p24	p48	7576631	0
p10	p47	14851185	0
p72	p73	8887322	0
p54	p60	6667669	0
p78	p35	6183288	0
p76	p31	15650884	0
p44	p21	14958604	0
p6	p79	10354472	0
p9	p84	9560538	0
p47	p73	10955974	0
p25	p12	10851452	0
p18	p83	9014511	0
p27	p30	3579066	0
p64	p53	684701	0
p9	p14	11508927	0
p3	p59	14266730	0
p11	p35	12313232	0
p38	p67	3253813	0
p23	p16	2919253	0
p1	p75	10510259	0
p68	p6	15336029	0
p55	p89	3935292	0
p80	p48	13586978	0
p44	p51	9689910	0
p42	p59	8188182	0
p89	p48	7319434	0
p76	p37	9250330	0
p68	p41	5800384	0
p15	p84	4470770	0
p50	p34	479882	0
p8	p26	15399543	0
p54	p0	16007060	0
p63	p70	1418911	0
p0	p63	4448143	0
p13	p6	11798157	0
p31	p84	8665898	0
p39	p37	8145354	0
p39	p78	2335601	0
p3	p53	5425336	0
p58	p40	5457545	0
p61	p49	11205261	0
p28	p66	9844345	0
p26	p66	1058555	0
p3	p33	14118142	0
p82	p44	654936	0
p75	p79	2602220	0
p68	p80	9491129	0
p63	p75	8794272	0
p41	p66	3727468	0
p77	p64	8406799	0
p6	p17	6008244	0
p38	p86	8840455	0
p63	p42	10368605	0
p27	p53	1510952	0
p25	p72	5252905	0
p89	p41	10001277	0
p85	p53	12441044	0
p14	p70	8430710	0
p30	p37	7722503	0
p40	p22	7253384	0
p57	p36	7632489	0
p27	p41	5503162	0
p10	p76	10844779	0
p0	p48	15459401	0
p25	p87	9685121	0
p9	p34	925054	0
p0	p87	156357	0
p54	p89	12497095	0
p36	p23	8714529	0
p46	p75	4352153	0
p23	p35	895396	0
p44	p7	1731373	0
p70	p52	9477034	0
p19	p8	10317630	0
p31	p34	4987401	0
p21	p41	12000819	0
p47	p72	11618903	0
p7	p59	8107693	0
p45	p40	6427767	0
p74	p34	13114878	0
p76	p51	10194159	0
p54	p30	672150	0
p74	p62	7857018	0
p60	p27	12691950	0
p89	p66	1272668	0
p9	p70	10550165	0
p7	p34	13974990	0
p77	p58	10926916	0
p47	p26	4290593	0
p60	p48	436002	0
p76	p34	3552764	0
p80	p42	6614895	0
p55	p37	4881864	0
p89	p84	1502324	0
p54	p27	4910611	0
p83	p63	5699301	0
p12	p59	14139024	0
p61	p17	11330462	0
p63	p49	12077734	0
p34	p53	12909779	0
p30	p36	3524682	0
p25	p37	10729067	0
p12	p38	13503351	0
p11	p81	10599125	0
p55	p51	8407994	0
p34	p35	3348411	0
p13	p16	2553663	0
p59	p16	2412613	0
p88	p34	230365	0
p31	p29	15436816	0
p11	p43	5804259	0
p39	p86	7522440	0
p47	p39	2584898	0
p76	p84	10400121	0
p60	p20	7933063	0
p76	p77	9973483	0
p54	p68	7154063	0
p83	p78	11083392	0
p18	p66	14340131	0
p77	p29	609905	0
p13	p51	3649150	0
p29	p35	6227678	0
p43	p29	4510525	0
p69	p16	5958214	0
p83	p28	4772817	0
p63	p86	11942347	0
p58	p7	1360802	0
p45	p87	14668890	0
p2	p89	5798377	0
p31	p65	429069	0
p32	p31	2216661	0
p19	p43	2382394	0
p69	p12	9636719	0
p74	p28	4831969	0
p87	p42	14064901	0
p56	p37	4560329	0
p25	p36	13184578	0
p33	p29	1348041	0
p6	p48	1632286	0
p55	p63	6707675	0
p74	p4	9598468	0
p9	p37	13440934	0
p87	p17	2627874	0
p67	p49	4303040	0
p54	p44	13496070	0
p83	p7	15202181	0
p44	p20	4665497	0
p89	p64	12034046	0
p43	p14	6968105	0
p27	p62	6222171	0
p62	p65	15051021	0
p54	p45	2398808	0
p39	p40	87872	0
p68	p71	11350663	0
p62	p78	7675511	0
p33	p27	13505791	0
p85	p22	4516291	0
p55	p43	10514694	0
p30	p28	3507475	0
p24	p33	15421461	0
p42	p48	7819149	0
p9	p72	1552234	0
p44	p17	2537757	0
p55	p65	1732864	0
p21	p35	14178287	0
p11	p49	4302896	0
p75	p65	14998775	0
p73	p5	4586227	0
p32	p21	4915725	0
p58	p4	10555141	0
p8	p78	2038197	0
p80	p85	3082099	0
p87	p5	7627600	0
p34	p22	7948277	0
p2	p0	7773690	0
p2	p68	13307390	0
p26	p34	10128744	0
p47	p41	12494208	0
p25	p23	7647418	0
p37	p23	11209249	0
p85	p35	14080439	0
p54	p75	14235100	0
p45	p89	13586436	0
p75	p73	10907555	0
p18	p9	11186870	0
p58	p70	3302093	0
p36	p41	7779277	0
p77	p66	1413787	0
p60	p4	6228761	0
p78	p4	1286746	0
p74	p67	770858	0
p76	p41	1225305	0
p67	p17	13273512	0
p12	p70	3058392	0
p49	p16	3112390	0
p60	p44	7399911	0
p82	p20	10412595	0
p26	p16	9624382	0
p58	p85	13983700	0
p83	p0	9207271	0
p89	p22	15560422	0
p3	p8	5127053	0
p11	p50	6809000	0
p26	p86	8243382	0
p42	p71	15703150	0
p77	p20	9938315	0
p82	p87	6071321	0
p32	p0	8096094	0
p18	p29	12980398	0
p81	p28	8065233	0
p56	p36	5331033	0
p56	p49	12292315	0
p4	p84	6574628	0
p74	p20	159655	0
p20	p51	13791311	0
p36	p15	6543645	0
p83	p51	940456	0
p1	p41	1847151	0
p61	p23	8662283	0
p86	p16	2038902	0
p38	p40	10183782	0
p3	p55	9796647	0
p76	p82	8971372	0
p44	p66	9815239	0
p21	p79	646687	0
p47	p48	14385447	0
p68	p15	2661345	0
p61	p27	5202939	0
p0	p45	5156650	0
p25	p59	5831160	0
p36	p71	15339971	0
p70	p23	7981288	0
p73	p22	4829674	0
p28	p67	10145991	0
p72	p58	14154637	0
p58	p36	1194130	0
p8	p22	9561275	0
p69	p9	11445131	0
p58	p20	14734576	0
p72	p22	6240425	0
p30	p74	11260558	0
p2	p6	8507733	0
p18	p12	3494672	0
p45	p64	8156508	0
p26	p62	3165463	0
p0	p22	15977690	0
p75	p6	6266346	0
p72	p78	11945636	0
p32	p89	4777413	0
p74	p89	469958	0
p23	p53	15131687	0
p69	p39	755407	0
p33	p8	12680342	0
p3	p64	10413779	0
p14	p73	5432573	0
p24	p9	11773859	0
p75	p36	9566020	0
p67	p71	7985270	0
p36	p22	9771920	0
p55	p40	819769	0
p42	p51	14136837	0
p10	p54	10816977	0
p73	p67	10318518	0
p77	p38	12730457	0
p27	p58	11495845	0
p19	p58	8714480	0
p46	p34	9248883	0
p89	p15	7032565	0
p88	p31	2315079	0
p89	p53	3808932	0
p20	p34	10189459	0
p19	p51	2043290	0
p14	p40	4143109	0
p75	p50	12611125	0
p80	p72	3568328	0
p27	p78	12603642	0
p60	p66	2139293	0
p77	p4	8683711	0
p76	p87	65373	0
p14	p42	5348148	0
p30	p14	7363808	0
p33	p30	3659085	0
p30	p75	9797540	0
p50	p48	14067200	0
p42	p53	13753455	0
p13	p65	14888280	0
p77	p51	4215863	0
p41	p4	2557537	0
p46	p0	10890876	0
p39	p48	14767102	0
p26	p79	5684909	0
p89	p9	14224856	0
p54	p78	2858512	0
p18	p72	6911270	0
p27	p26	15215350	0
p13	p86	12790215	0
p47	p13	13686383	0
p38	p37	11581693	0
p68	p28	13672932	0
p0	p74	9663128	0
p81	p53	5255760	0
p38	p52	10308005	0
p29	p53	8610459	0
p20	p28	14991066	0
p29	p15	8396341	0
p62	p36	123886	0
p33	p81	2552702	0
p2	p73	12321107	0
p69	p34	11199135	0
p14	p23	10693405	0
p79	p22	11790931	0
p1	p16	4129946	0
p86	p17	4752814	0
p19	p29	2254247	0
p38	p70	4153020	0
p50	p49	8684901	0
p45	p79	5719570	0
p63	p72	7885315	0
p25	p50	1507866	0
p69	p15	3578040	0
p69	p30	1301518	0
p6	p22	4408904	0
p0	p53	3993554	0
p47	p79	2371569	0
p43	p71	7820145	0
p67	p23	7909164	0
p36	p28	4658330	0
p51	p67	14059553	0
p54	p59	9682003	0
p45	p86	4290937	0
p58	p29	14059579	0
p18	p23	4635185	0
p45	p41	4124335	0
p50	p21	6055022	0
p61	p4	14831690	0
p18	p64	4325150	0
p25	p9	14064542	0
p10	p85	9558310	0
p76	p40	12216918	0
p0	p9	15497198	0
p61	p71	4865718	0
p77	p41	1020630	0
p7	p17	667554	0
p62	p6	8702071	0
p3	p50	1521536	0
p43	p79	9018892	0
p44	p85	5899194	0
p72	p23	8734203	0
p56	p78	2887685	0
p32	p41	3006765	0
p59	p85	13214252	0
p45	p80	12800976	0
p65	p16	15860334	0
p32	p1	444282	0
p11	p27	3056065	0
p1	p70	3098579	0
p12	p28	2827356	0
p26	p43	14462528	0
p38	p21	1364891	0
p46	p60	11056554	0
p3	p71	7565803	0
p25	p31	2014257	0
p57	p26	1948354	0
p77	p1	271656	0
p0	p49	11671788	0
p81	p40	3476067	0
p25	p49	568100	0
p81	p87	8135010	0
p61	p44	13365795	0
p47	p67	8783170	0
p13	p70	5371539	0
p65	p52	14501831	0
p21	p40	2302104	0
p59	p70	1556703	0
p24	p74	12420174	0
p25	p73	14807706	0
p3	p79	7796199	0
p53	p40	10326009	0
p63	p59	10925016	0
p79	p5	14352213	0
p6	p28	7221347	0
p36	p70	7308969	0
p65	p42	13870106	0
p69	p0	6344579	0
p75	p48	5120256	0
p47	p57	12463158	0
p78	p5	11910073	0
p59	p84	150205	0
p58	p79	1613921	0
p18	p0	7461384	0
p55	p60	11539667	0
p69	p66	2606376	0
p63	p6	3128858	0
p61	p67	15198656	0
p56	p23	326895	0
p45	p9	2420700	0
p24	p5	3274860	0
p20	p37	246190	0
p56	p22	15352411	0
p29	p49	12632292	0
p6	p84	9902048	0
p61	p56	11244457	0
p11	p80	2314060	0
p9	p79	1046952	0
p21	p49	12084029	0
p86	p48	13473232	0
p61	p46	5146277	0
p61	p20	13013369	0
p28	p37	6466849	0
p58	p14	489493	0
p87	p37	5093608	0
p37	p40	13029066	0
p24	p86	10226020	0
p85	p16	11711860	0
p76	p73	6781266	0
p68	p77	2480601	0
p81	p49	6828770	0
p77	p44	3224877	0
p32	p43	14823204	0
p16	p84	12654320	0
p58	p50	9438518	0
p8	p48	1051918	0
p3	p88	12958719	0
p24	p73	11305274	0
p63	p31	14093651	0
p46	p1	13859707	0
p31	p79	10866656	0
p10	p56	3486878	0
p52	p79	13871508	0
p18	p38	2081656	0
p0	p78	5304705	0
p55	p68	10257480	0
p72	p84	15574622	0
p3	p31	8075435	0
p55	p0	13674529	0
p83	p73	3942910	0
p24	p49	8744951	0
p14	p51	8414618	0
p28	p41	6321261	0
p62	p41	15010403	0
p10	p81	342668	0
p86	p70	1602786	0
p32	p37	2707217	0
p19	p79	1985611	0
p10	p83	8839113	0
p13	p21	3958089	0
p55	p8	3837060	0
p81	p5	2806143	0
p14	p34	16028540	0
p7	p15	8057317	0
p12	p71	10795583	0
p55	p26	15783002	0
p45	p67	576455	0
p74	p75	968040	0
p18	p30	2383925	0
p63	p64	14962489	0
p10	p32	10729652	0
p12	p35	15728596	0
p12	p50	7019249	0
p77	p12	7963559	0
p56	p79	13509676	0
p88	p78	9982143	0
p42	p23	14948884	0
p29	p21	6682334	0
p73	p34	6659595	0
p69	p49	3466355	0
p50	p36	5390119	0
p19	p37	2353044	0
p19	p71	10802474	0
p25	p43	6389285	0
p69	p20	2701948	0
p12	p15	1561322	0
p12	p30	10097353	0
p55	p53	5575193	0
p55	p30	12790022	0
p67	p22	971055	0
p68	p5	14892485	0
p56	p15	15584580	0
p13	p39	14466204	0
p12	p17	7385895	0
p20	p17	6123650	0
p39	p65	12247256	0
p38	p73	8136533	0
p78	p49	9767296	0
p3	p81	1293586	0
p15	p16	7273228	0
p59	p78	10638001	0
p4	p66	15401569	0
p33	p16	5809142	0
p15	p52	12803123	0
p33	p15	5034465	0
p82	p58	9510496	0
p32	p26	1945212	0
p61	p66	15473408	0
p54	p16	15416931	0
p39	p52	14337978	0
p2	p61	892509	0
p80	p40	4217156	0
p56	p9	14827106	0
p6	p16	6697277	0
p8	p12	6168705	0
p54	p24	9085658	0
p55	p81	2060370	0
p44	p49	13621690	0
p33	p66	14192228	0
p75	p66	2029602	0
p78	p41	14798942	0
p69	p57	4264676	0
p20	p71	67151	0
p64	p35	4425681	0
p0	p73	12121221	0
